date,category,debit,credit,balance
2024-05-09 07:52:59,Film/enjoyment,35.61,0.0,3727.4
2024-05-11 17:08:53,Joy,182.14,0.0,3545.26
2024-05-12 17:19:12,Sport,59.34,0.0,3485.92
2024-05-13 12:53:34,Learning,988.37,0.0,2497.55
2024-05-15 00:00:00,Loan_Repayment,811.4,0.0,1686.15
2024-05-21 08:05:43,Transport,70.22,0.0,1615.93
2024-05-31 00:00:00,Salary,0.0,6981.69,8597.62
2024-05-31 02:09:54,Coffee,48.29,0.0,8549.33
2024-06-01 00:00:00,EMI,1687.63,0.0,6861.7
2024-06-01 05:59:05,Market,74.4,0.0,6787.3
2024-06-01 21:01:10,Fuel,162.23,0.0,6625.07
2024-06-01 21:01:14,Clothing,151.2,0.0,6473.87
2024-06-01 23:19:02,EMI,75.2,0.0,6398.67
2024-06-02 12:16:11,EMI,208.93,0.0,6189.74
2024-06-02 17:29:14,Business lunch,31.44,0.0,6158.3
2024-06-02 21:29:38,Coffee,73.7,0.0,6084.6
2024-06-03 09:31:37,EMI,180.14,0.0,5904.46
2024-06-03 11:30:38,Market,254.4,0.0,5650.06
2024-06-03 16:51:44,Business lunch,246.57,0.0,5403.49
2024-06-04 00:10:40,Travel,89.73,0.0,5313.76
2024-06-04 15:29:07,Tech,634.26,0.0,4679.5
2024-06-04 20:43:41,Business lunch,79.49,0.0,4600.01
2024-06-04 23:25:21,Film/enjoyment,158.08,0.0,4441.93
2024-06-05 00:00:00,Utility/Bills,705.86,0.0,3736.07
2024-06-05 03:43:00,EMI,124.53,0.0,3611.54
2024-06-08 16:44:11,EMI,155.77,0.0,3455.77
2024-06-11 10:15:04,Rent Car,161.76,0.0,3294.01
2024-06-15 00:00:00,Loan_Repayment,861.93,0.0,2432.08
2024-06-16 18:34:25,Transport,62.4,0.0,2369.68
2024-06-16 19:54:30,Sport,25.48,0.0,2344.2
2024-06-17 15:46:55,Market,168.28,0.0,2175.92
2024-06-24 05:01:38,Transport,43.89,0.0,2132.03
2024-06-24 15:48:57,Transport,23.67,0.0,2108.36
2024-06-27 23:03:00,Transport,41.05,0.0,2067.31
2024-06-28 00:00:00,Salary,0.0,7599.29,9666.6
2024-06-28 00:13:05,Business_expenses,191.88,0.0,9474.72
2024-06-28 05:09:38,Travel,134.38,0.0,9340.34
2024-06-29 00:19:47,Taxi,73.07,0.0,9267.27
2024-06-29 03:22:48,Motel,168.34,0.0,9098.93
2024-06-30 06:22:43,Phone,150.42,0.0,8948.51
2024-06-30 11:42:17,Film/enjoyment,143.32,0.0,8805.19
2024-06-30 13:43:10,EMI,102.15,0.0,8703.04
2024-06-30 18:23:29,Market,285.34,0.0,8417.7
